customer_id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,name,occupation,risk_rating,is_pep,avg_monthly_volume,volume_deviation_pct
103,41,71,1978,3,Female,8 Tenth Drive,35.82,-78.65,$17056,34774.0,78060.0,850,5,Lisa Hamilton,Engineer,Low,False,3752.1183333333333,0.2948012883188589
1193,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,$27934,51717.0,418.0,717,5,Gary Mccann,Retired,Low,False,5417.433333333333,0.2570180018175841
585,52,62,1967,9,Male,5581 Federal Street,30.11,-97.3,$20346,41483.0,64715.0,584,1,Julian Frost,Manager,Low,False,4563.275000000001,0.3200419448930888
1532,28,65,1991,3,Female,99 El Camino Drive,39.53,-79.01,$17079,34825.0,65082.0,759,1,Mary Evans,Sales,Low,False,3745.961666666666,0.29078363244795385
1958,51,72,1969,2,Male,2994 Tenth Lane,35.05,-78.87,$18316,37346.0,64030.0,680,5,James Dunn,Sales,Low,False,3958.5166666666664,0.2719488030846676
744,58,67,1961,10,Female,927 Ocean View Drive,25.77,-80.2,$21923,44699.0,21685.0,842,5,Anthony Smith Jr.,Manager,Low,False,4728.765,0.26949551444103914
1836,35,73,1984,10,Male,356 Mill Street,28.92,-81.92,$8491,17316.0,26872.0,748,1,Lori Castillo,Nurse,Low,False,1944.1566666666668,0.34730191730191734
477,57,67,1962,3,Male,45 Maple Lane,44.75,-68.67,$24259,49467.0,77465.0,697,5,Daniel Little,Sales,Low,False,5333.855,0.2939183698223057
1713,18,68,2001,11,Female,3395 Spruce Drive,39.1,-94.62,$16795,34242.0,0.0,837,1,Kara Wilson,Student,Low,False,3675.5,0.28806728578938146
1506,25,63,1994,10,Male,2800 Third Drive,33.52,-86.79,$34578,70502.0,90003.0,614,2,Kaitlin Jacobson,Engineer,Low,False,7193.306666666666,0.22435789055629618
357,59,67,1960,9,Female,645 Catherine Lane,42.35,-71.06,$39312,80156.0,61817.0,735,4,Martin Hughes,Engineer,Low,False,8152.791666666667,0.220538699535905
535,51,63,1968,12,Female,1248 Second Drive,41.53,-72.79,$24393,49737.0,136056.0,643,1,James Lopez,Teacher,Low,False,5232.538333333333,0.2624496853449141
778,60,60,1959,12,Male,700 Lexington Avenue,40.52,-81.47,$18794,31003.0,23000.0,699,3,Jeremiah Baker,Sales,Low,False,3356.4833333333336,0.2991581459858724
950,23,66,1996,9,Female,9264 Norfolk Lane,28.5,-81.37,$14405,29376.0,51428.0,629,1,Kristy Hernandez,Student,Low,False,3144.465,0.2845036764705883
1080,56,63,1963,11,Female,4581 Eighth Boulevard,32.19,-83.17,$14425,29413.0,46043.0,703,2,Anne Barnett,Nurse,Low,False,3175.286666666667,0.295462550572876
1197,28,64,1992,1,Female,146 Lafayette Drive,45.79,-122.69,$27308,55684.0,114269.0,722,3,Jennifer Avila,Manager,Low,False,20096.460000000003,3.3308224983837373
711,39,60,1980,10,Male,6757 Eighth Avenue,39.01,-89.78,$20056,40894.0,51844.0,657,1,Antonio Hughes,Manager,Low,False,4432.093333333333,0.3005604734190834
1731,64,66,1956,1,Female,599 First Drive,34.14,-117.45,$23172,47242.0,62224.0,704,6,Tracie Mcdaniel,Nurse,Low,False,4977.561666666667,0.26435671648109743
451,65,67,1954,12,Male,654 Birch Lane,41.26,-96.01,$14199,28951.0,56777.0,711,2,Laura Young,Teacher,Low,False,3151.0499999999997,0.3060895996684052
1290,53,68,1966,6,Male,6223 Lexington Drive,33.1,-96.66,$32580,66428.0,197102.0,669,2,James Nash,Manager,Low,False,6743.533333333333,0.2181971457818991
1817,52,64,1968,2,Female,25622 Lake Street,29.55,-95.27,$36253,73920.0,166395.0,683,1,Kenneth Black,Sales,Low,False,7621.848333333332,0.23731304112554102
56,22,73,1998,2,Female,5762 River Lane,40.76,-111.84,$10539,21490.0,32587.0,682,2,Vickie Hernandez,Student,Low,False,2486.7233333333334,0.3885844578873895
1383,68,64,1951,4,Female,315 Norfolk Lane,42.39,-71.1,$31849,59938.0,36978.0,670,1,Joann Rush,Retired,Low,False,6321.56,0.26561980713403854
1915,54,65,1965,6,Male,758 Sixth Boulevard,41.32,-74.18,$25534,52062.0,97881.0,775,4,Daniel Lee,Teacher,Low,False,5369.17,0.23756367408090356
1882,58,65,1961,10,Male,860 Maple Avenue,37.59,-122.06,$29097,59322.0,145137.0,694,3,Blake Vega,Sales,Low,False,6182.849999999999,0.2507029432588247
1467,26,69,1993,9,Female,229 Norfolk Street,42.58,-83.14,$26120,53254.0,131334.0,736,1,Rodney Hernandez,Engineer,Low,False,5510.2,0.24164194238930398
1791,61,67,1958,11,Male,4975 Madison Boulevard,39.77,-86.14,$16045,32716.0,46919.0,593,3,Emma Acosta,Teacher,Low,False,3518.545,0.290577698985206
447,79,68,1940,3,Male,5336 Tenth Drive,43.22,-86.25,$19131,30977.0,21507.0,796,5,Angie Hawkins,Retired,Low,False,45893.368333333325,16.778365238725502
1640,67,71,1952,10,Female,311 Washington Lane,41.89,-84.04,$17144,34954.0,5942.0,729,3,Shannon Stone,Retired,Low,False,3571.1133333333332,0.22599301939692168
636,47,69,1973,2,Female,1342 Hill Lane,41.83,-87.68,$11951,24372.0,63295.0,793,4,Alexandria Graves,Manager,Low,False,2853.236666666666,0.4048432627605447
782,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,$18229,37169.0,93844.0,722,3,Rachael Rodriguez,Teacher,Low,False,4051.2316666666666,0.30793887379267665
316,36,69,1983,8,Male,995 Martin Luther King Street,29.76,-95.38,$19554,39871.0,73726.0,719,4,Keith Aguilar,Teacher,Low,False,4163.0,0.25294073386672017
1192,44,68,1976,2,Female,1450 Rose Drive,44.22,-93.44,$19630,40026.0,70877.0,768,1,Ariel Garcia,Teacher,Low,False,4274.52,0.28152301004347186
787,19,67,2000,3,Female,762 Lake Drive,29.61,-95.61,$35183,71740.0,38238.0,767,2,Rachel Dillon,Student,Low,False,7301.736666666667,0.22136660161695004
251,21,66,1998,8,Male,72834 Grant Boulevard,40.7,-73.61,$20152,41087.0,22720.0,695,2,Sherry Baker,Student,Low,False,4423.283333333334,0.2918782096526884
1351,18,55,2001,12,Female,892 Third Boulevard,61.14,-149.76,$28730,58579.0,94998.0,808,1,Laura Kennedy,Student,Low,False,6049.846666666667,0.23932057563290604
490,86,68,1933,9,Male,90 Lexington Drive,29.45,-98.5,$29557,33426.0,1852.0,699,4,Jamie Montgomery,Retired,Low,False,3653.2683333333334,0.31153054508466466
1935,23,65,1997,2,Female,98 Mountain View Drive,30.21,-92.02,$22001,44862.0,78350.0,750,3,Jennifer Foster,Student,Low,False,4699.928333333333,0.2571695421514868
387,34,65,1985,10,Male,8229 Bayview Avenue,41.4,-82.23,$22261,45388.0,64749.0,723,1,Melissa Williams,Teacher,Low,False,4883.318333333334,0.2910861901824272
869,73,68,1946,9,Male,9355 Ocean View Drive,33.85,-84.22,$22682,34220.0,0.0,745,5,Derrick Watson,Retired,Low,False,3743.975,0.3129076563413208
1865,19,66,2000,9,Male,616 Catherine Avenue,40.04,-75.42,$58297,118862.0,276156.0,782,1,Riley Collins,Student,Low,False,11831.328333333333,0.1944602984974172
268,20,62,1999,9,Female,825 Norfolk Drive,43.02,-78.75,$29558,60265.0,80939.0,582,3,Shannon Cohen,Student,Low,False,6317.3949999999995,0.25792317265411085
1124,45,66,1974,3,Male,8385 Mill Boulevard,37.62,-83.41,$11644,23740.0,4313.0,841,3,Crystal Turner,Sales,Low,False,2787.181666666667,0.4088534119629318
721,39,67,1980,5,Male,9735 Birch Street,25.77,-80.2,$18828,38386.0,74820.0,850,6,Patricia Flores,Engineer,Low,False,4005.6216666666674,0.25221330693482014
813,46,70,1973,6,Male,285 Washington Street,41.99,-71.5,$19065,38872.0,86648.0,585,1,Lisa Davis,Nurse,Low,False,4192.661666666667,0.294297694998971
152,37,68,1982,3,Female,49 Tenth Street,33.72,-84.32,$24196,49335.0,51520.0,773,3,Thomas Russell,Teacher,Low,False,5162.973333333333,0.2558159521637783
1896,50,79,1969,9,Female,6695 River Lane,41.91,-83.38,$19736,40246.0,74352.0,641,5,Mr. James Brown,Manager,Low,False,4175.001666666667,0.2448447050638574
1028,50,66,1970,1,Male,1012 Hill Drive,41.83,-87.68,$39789,81122.0,112394.0,682,5,Ana Mckinney,Teacher,Low,False,8184.748333333333,0.21073173738320056
922,18,64,2001,4,Male,5819 Norfolk Drive,26.89,-82.05,$14352,29265.0,37375.0,647,1,Richard Warren,Student,Low,False,3256.4833333333336,0.3353083888604136
549,51,65,1968,4,Male,774 Wessex Lane,33.3,-111.74,$30557,62304.0,113416.0,719,4,Carrie Golden,Manager,Low,False,6375.758333333334,0.22799659732922453
565,54,65,1965,10,Male,6721 Sussex Drive,32.98,-96.89,$21381,43598.0,15891.0,757,4,Anthony Johnson,Sales,Low,False,4650.808333333333,0.28009771090416985
1980,54,63,1965,5,Male,990 West Street,29.37,-95.45,$22856,46603.0,57177.0,612,1,Isaac Gonzalez,Manager,Low,False,4938.253333333333,0.2715713580670771
1494,26,71,1993,3,Male,7703 Fourth Avenue,26.14,-80.13,$14191,28931.0,34511.0,711,4,John Sanders,Nurse,Low,False,3086.5850000000005,0.2802537070961945
1809,42,71,1977,9,Female,338 Bayview Lane,38.81,-77.72,$35905,73208.0,115827.0,664,6,Melanie Allen,Engineer,Low,False,7400.415,0.21305021309146535
637,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,$37908,77288.0,46160.0,771,4,Jeremy Horne MD,Manager,Low,False,7895.928333333333,0.22594891833143566
1770,30,66,1989,9,Male,6657 West Street,26.61,-80.05,$18415,37544.0,15489.0,703,4,Hailey Monroe,Manager,Low,False,3956.52,0.26460259961645
527,58,65,1961,11,Male,217 Fifth Lane,40.99,-88.72,$19926,40628.0,66552.0,636,1,Ronald Davis,Engineer,Low,False,4267.34,0.2604135079255686
1139,24,68,1995,4,Female,418 Elm Street,32.88,-84.67,$15433,31469.0,53555.0,645,1,Anthony Nash,Student,Low,False,3419.888333333334,0.30409800120753766
1459,53,65,1967,2,Male,9385 Birch Street,35.11,-106.62,$15385,31369.0,0.0,707,3,Cindy Walker,Nurse,Low,False,3356.83,0.28413274251649717
1544,36,65,1983,9,Female,7643 Martin Luther King Street,40.1,-84.62,$16351,33339.0,83353.0,679,2,Daniel Pearson,Teacher,Low,False,3523.81,0.2683559794834878
1174,25,65,1994,11,Male,944 Lexington Boulevard,30.6,-87.34,$20273,41338.0,90737.0,772,1,Sharon Coffey,Manager,Low,False,4338.823333333334,0.25951618365668405
112,54,66,1965,12,Female,85 Lafayette Boulevard,43.98,-75.6,$17220,35114.0,24637.0,686,5,Kara Anderson,Engineer,Low,False,3819.813333333333,0.30539841658597694
369,39,65,1980,9,Male,5193 East Street,38.22,-85.74,$25258,51499.0,7226.0,788,4,Robert Walker,Sales,Low,False,5399.283333333333,0.2581098662109943
994,85,67,1934,10,Female,577 12th Lane,40.09,-74.21,$13006,9795.0,396.0,771,7,Terri Marquez,Retired,Low,False,1393.8983333333333,0.707685553854007
1592,19,67,2000,9,Male,1317 Wessex Lane,37.5,-122.3,$46616,95045.0,132371.0,708,3,Desiree Woodard,Student,Low,False,9568.03,0.20802104266400143
1029,66,72,1953,3,Male,9218 Martin Luther King Avenue,27.9,-81.97,$17944,36589.0,86573.0,676,3,Judy Robinson,Retired,Low,False,3833.8933333333334,0.2573921123835033
1680,59,63,1960,11,Female,4701 Littlewood Drive,27.95,-82.48,$28916,58959.0,109358.0,598,2,Joseph Hanson,Engineer,Low,False,6208.033333333333,0.26352889295951415
1052,61,61,1958,12,Male,363 Third Drive,37.99,-122.27,$25849,28210.0,22961.0,655,2,Adrienne Key,Sales,Low,False,3127.605,0.33042396313364064
494,39,68,1980,5,Male,700 Rose Avenue,39.09,-76.85,$27635,56347.0,32530.0,779,3,Sara Hoffman,Nurse,Low,False,5760.599999999999,0.22681243012050326
94,59,72,1961,1,Female,704 Summit Drive,35.71,-81.15,$18029,36760.0,95755.0,593,2,Diane Cohen,Teacher,Low,False,3927.818333333333,0.28220402611534273
425,38,67,1981,11,Male,8897 East Street,36.46,-121.82,$29174,59482.0,130605.0,688,4,Mr. Donald Nguyen,Engineer,Low,False,5921.058333333334,0.19452439393429966
1720,55,60,1964,5,Female,4941 Ocean View Drive,32.75,-97.33,$12175,24827.0,60261.0,590,1,Matthew Farley,Manager,Low,False,2757.713333333333,0.332926249647561
1699,67,65,1953,1,Female,9205 Summit Street,37.42,-121.94,$51631,52929.0,37514.0,737,7,Chelsea Holmes,Retired,Low,False,5583.455000000001,0.2658742844187498
1495,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,$31114,63433.0,122550.0,770,7,Anthony Mathews,Nurse,Low,False,6447.591666666667,0.2197294783472326
1005,21,67,1998,11,Male,78596 Birch Drive,29.76,-95.38,$19364,39485.0,144101.0,685,1,Jennifer Flores,Student,Low,False,4256.676666666667,0.2936588577940993
439,33,59,1986,8,Female,142 Valley Drive,41.47,-87.05,$25472,51938.0,97252.0,697,2,Alexander Jimenez,Engineer,Low,False,5420.21,0.25231083214602035
1285,68,53,1951,12,Female,6723 Maple Street,38.83,-77.21,$30622,65298.0,18684.0,524,2,Terry Sullivan,Retired,Low,False,6690.53,0.22953781126527611
1973,58,65,1962,1,Female,501 Grant Lane,34.87,-85.5,$15950,32520.0,29433.0,731,4,Lauren Cooley,Manager,Low,False,3523.476666666667,0.3001758917589176
448,41,63,1978,8,Male,992 Martin Luther King Avenue,41.48,-87.68,$19359,39472.0,82626.0,698,1,Grace Reeves,Engineer,Low,False,4140.553333333333,0.2587819213619781
1907,37,66,1982,5,Female,4189 Birch Street,22.21,-159.41,$16898,34457.0,48966.0,666,2,Margaret Alvarez,Sales,Low,False,3706.0733333333333,0.2906776562091882
73,48,73,1971,12,Male,2193 Sixth Avenue,41.71,-73.96,$26227,53478.0,73030.0,674,3,Heather Evans,Engineer,Low,False,5585.848333333332,0.253415984143012
1097,39,68,1980,10,Male,952 Mountain View Boulevard,43.95,-86.44,$15863,32343.0,59006.0,732,3,Matthew Grant,Engineer,Low,False,3569.453333333333,0.3243496274309741
1644,83,65,1937,1,Male,637 Seventh Street,34.66,-83.09,$15406,31943.0,1248.0,686,6,John Figueroa,Retired,Low,False,3416.3033333333333,0.28339980590426694
967,41,56,1978,10,Female,9413 12th Boulevard,43.28,-93.2,$16081,32789.0,47679.0,699,2,Kristin Gaines,Engineer,Low,False,39565.02,13.479863368812712
1929,29,64,1990,8,Male,1734 George Drive,37.72,-122.41,$20536,41873.0,76725.0,717,1,Stephanie Pena,Nurse,Low,False,4413.368333333333,0.2647868554916055
1114,44,66,1976,1,Male,9900 Ninth Avenue,39.02,-86.93,$18204,37115.0,58438.0,685,3,Daniel Savage,Engineer,Low,False,3865.865,0.24990920113161788
1087,40,65,1979,12,Female,613 George Boulevard,37.53,-84.66,$15202,30997.0,81716.0,722,2,Stephen Watson,Manager,Low,False,3274.7083333333335,0.26775171790818464
95,25,67,1994,8,Female,157 Eighth Street,47.62,-122.16,$43432,88554.0,142154.0,701,2,Julie Wilson,Sales,Low,False,8913.488333333333,0.20787158118210342
1778,29,63,1990,3,Male,32595 River Drive,35.49,-119.3,$14556,29682.0,65845.0,659,2,Mark Carpenter,Sales,Low,False,3317.4600000000005,0.3412007277137661
1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,$26369,53762.0,37361.0,689,8,Kaitlyn Lee,Engineer,Low,False,5661.98,0.26378780551318765
788,19,66,2001,1,Female,534 Norfolk Lane,40.71,-73.99,$26718,54477.0,72241.0,802,2,Michael Moreno,Student,Low,False,5708.598333333334,0.2574697578794722
728,30,67,1989,7,Female,385 Grant Street,39.08,-94.35,$16224,33076.0,50117.0,721,3,Seth Hernandez,Nurse,Low,False,3580.568333333333,0.29903313580844115
1639,58,67,1961,5,Male,1034 Pine Boulevard,42.12,-80.08,$24324,49595.0,68057.0,676,1,Grace Benitez DVM,Nurse,Low,False,5267.981666666667,0.2746401855025708
1587,31,67,1988,12,Male,8803 Washington Boulevard,42.18,-70.73,$40226,82019.0,64583.0,695,3,Mrs. Shannon White,Manager,Low,False,8368.626666666667,0.2243933722674015
1883,76,66,1943,5,Male,3462 Ocean Boulevard,38.49,-121.53,$26815,51942.0,22839.0,723,4,Gary Hatfield,Retired,Low,False,5421.06,0.25241076585422206
712,74,67,1945,3,Female,54 Lafayette Street,32.63,-117.05,$20102,29130.0,8746.0,720,5,Anthony Hayes,Retired,Low,False,3275.918333333333,0.3495029179539992
1414,71,66,1948,8,Female,5822 Fourth Boulevard,38.35,-81.63,$16835,13937.0,3854.0,783,4,Raymond Johnston,Retired,Low,False,1720.2150000000001,0.48113510798593684
243,20,63,1999,3,Male,592 Hillside Drive,41.84,-87.79,$18714,38158.0,80609.0,666,1,Richard Chan,Student,Low,False,3970.103333333334,0.24852560406729926
146,47,67,1972,7,Female,45 Ocean Lane,41.85,-88.3,$33701,68710.0,201796.0,717,3,Jeffrey Jordan,Engineer,Low,False,7016.251666666667,0.22536777761606758
715,37,75,1983,1,Female,94 Ocean Avenue,41.76,-88.15,$49195,100303.0,53919.0,821,2,John Smith,Sales,Low,False,10124.385,0.21125609403507367
1489,58,65,1961,11,Female,9191 Main Avenue,43.03,-71.07,$25001,50980.0,87715.0,691,1,Monica Dodson,Nurse,Low,False,5320.468333333333,0.2523660258925068
1232,18,69,2002,1,Male,5504 Spruce Drive,42.4,-96.35,$22958,46810.0,0.0,747,2,Nicole Schmidt,Student,Low,False,26871.395,5.888629352702414
842,61,65,1959,2,Male,945 Third Avenue,47.58,-122.03,$50607,103185.0,206422.0,564,1,Aaron Gross,Engineer,Low,False,10378.019999999999,0.20692193632795455
486,23,71,1996,4,Male,938 Maple Boulevard,36.25,-115.08,$22907,46704.0,91946.0,810,1,Shawn Collins,Student,Low,False,4854.535,0.24731115107913665
763,35,61,1985,1,Male,583 Seventh Street,39.99,-75.27,$50579,103126.0,130160.0,642,1,Jonathan Torres,Nurse,Low,False,13275.183333333334,0.5447336268254369
154,48,61,1971,6,Male,8993 Madison Avenue,34.93,-78.72,$18376,37468.0,73448.0,666,3,Angel Fry,Nurse,Low,False,4021.9833333333336,0.288133874239351
704,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,$55274,112695.0,35135.0,840,6,Joseph Warren,Sales,Low,False,11422.331666666667,0.21627383646124504
1409,23,65,1996,5,Male,512 Tenth Street,42.77,-86.1,$21668,44181.0,82622.0,701,1,Michael Anderson,Student,Low,False,4688.086666666667,0.2733310699169328
1601,26,65,1993,5,Female,388 Third Street,41.31,-73.84,$33263,67820.0,86177.0,628,2,Katherine Christensen MD,Teacher,Low,False,6876.776666666666,0.21676968445886158
729,80,67,1939,4,Female,499 Lafayette Lane,40.28,-86.51,$16421,24884.0,1828.0,850,6,Robin Smith,Retired,Low,False,2721.7033333333334,0.31250763542838783
1016,41,53,1978,8,Female,165 Fourth Street,32.95,-117.19,$0,553.0,740.0,719,3,William Clark,Manager,Low,False,78.21166666666666,0.6971790235081373
1214,40,64,1979,11,Male,83302 Valley Stream Lane,42.06,-71.24,$35544,72470.0,133421.0,711,2,Jonathan Martinez,Manager,Low,False,7476.691666666666,0.23803366910445686
1760,35,66,1984,11,Female,610 Lake Drive,39.16,-89.48,$17696,36081.0,118151.0,682,2,Rebecca Brooks,Sales,Low,False,3964.0483333333336,0.3183830825087997
927,37,68,1982,6,Male,13 Federal Street,42.48,-71.15,$29122,59375.0,0.0,729,2,Patricia Dean,Nurse,Low,False,6115.338333333333,0.2359420631578947
1667,18,70,2002,2,Male,18 Bayview Avenue,34.82,-89.98,$23782,48491.0,158871.0,588,1,Amber Rodriguez,Student,Low,False,5016.38,0.2413965478129962
1796,60,67,1959,4,Female,89075 Spruce Drive,38.56,-86.61,$15138,30867.0,12686.0,794,3,Amber Wilson,Engineer,Low,False,3319.1,0.2903489163183982
179,33,67,1986,5,Female,906 Little Creek Drive,34.98,-80.54,$19605,39974.0,64403.0,652,2,Caleb King,Nurse,Low,False,4244.583333333333,0.27420323210086556
395,39,72,1981,2,Male,1105 Wessex Avenue,32.69,-97.12,$24331,49611.0,110543.0,739,4,Christine Jennings,Sales,Low,False,5388.763333333333,0.30344399427546315
513,24,69,1995,10,Male,841 Spruce Drive,30.5,-90.46,$17584,35856.0,73257.0,712,4,Jason Garcia,Student,Low,False,3842.935,0.2861228246318608
187,35,72,1984,9,Female,707 Elm Boulevard,37.77,-79.99,$17537,35760.0,62768.0,830,1,Lisa Haynes,Manager,Low,False,3733.765,0.25294127516778525
491,40,69,1979,6,Male,2336 George Drive,34.83,-82.37,$13249,27013.0,58806.0,651,3,Steven Hunt,Nurse,Low,False,2984.7000000000003,0.32589493947358683
1153,63,62,1956,4,Male,690 Catherine Street,39.69,-104.81,$24849,58006.0,20196.0,774,1,Diane Glover,Manager,Low,False,5928.376666666667,0.2264338171913251
377,80,67,1940,1,Female,305 Pine Avenue,47.39,-122.26,$24884,39110.0,363.0,750,5,Mr. Richard Decker DVM,Retired,Low,False,4188.393333333333,0.2851117361288673
850,38,66,1981,12,Female,422 Burns Street,37.98,-85.71,$19661,40087.0,17392.0,712,2,Jason Martin,Engineer,Low,False,4367.3,0.30734652131613754
1186,46,65,1973,10,Male,12067 Federal Boulevard,39.95,-75.16,$17603,35891.0,87749.0,577,3,Susan Watts,Manager,Low,False,3829.293333333333,0.2803075980050708
1694,83,65,1936,3,Female,480 Catherine Drive,41.09,-73.55,$37213,74753.0,1585.0,726,5,Mr. Adam Davis,Retired,Low,False,10205.001666666665,0.6381953901515657
716,31,70,1988,5,Male,1495 Elm Boulevard,33.92,-116.83,$13002,26511.0,21869.0,769,6,Kenneth Snyder,Manager,Low,False,2928.725,0.32566481837727723
1131,76,69,1943,4,Male,2609 Plum Drive,38.88,-94.81,$28490,19682.0,0.0,683,4,Penny Jones,Retired,Low,False,2208.455,0.34648206483080984
1719,81,64,1938,9,Female,678 Park Drive,25.77,-80.2,$19386,23217.0,2559.0,616,3,Summer Newman,Retired,Low,False,2655.68,0.372621785760434
254,30,66,1989,5,Male,323 Eighth Drive,40.02,-105.25,$33151,67589.0,0.0,734,3,William Baker,Teacher,Low,False,7017.888333333333,0.2459817425912501
226,30,68,1989,8,Male,4262 Madison Drive,42.62,-70.86,$45596,92960.0,64167.0,724,3,Robert Sawyer,Teacher,Low,False,9420.801666666666,0.21611037005163505
1307,52,61,1967,4,Female,2332 Elm Lane,37.89,-122.03,$42685,87030.0,156474.0,646,5,Heather Rhodes,Government Official,High,True,8837.861666666666,0.21859519705848554
1095,72,66,1948,2,Male,493 South Street,40.7,-73.89,$19329,22918.0,11371.0,750,5,Brian York,Retired,Low,False,2654.6383333333333,0.3899842918230212
1729,29,56,1990,9,Female,8958 Catherine Street,40.3,-112.3,$24445,49842.0,79750.0,698,1,Alexandra Taylor,Manager,Low,False,5161.22,0.242619477549055
1466,36,75,1983,4,Female,3194 Norfolk Street,38.64,-75.61,$17624,35933.0,23451.0,812,2,Erin Kline,Sales,Low,False,4041.748333333333,0.3497615005705061
1226,42,67,1978,2,Male,376 Fourth Drive,21.34,-157.72,$18080,36860.0,65049.0,714,3,Debra Quinn,Manager,Low,False,3940.155,0.28274172544763976
1755,53,70,1967,2,Male,302 Park Boulevard,31.96,-83.77,$13864,28269.0,66681.0,734,6,Grant Wilson,Sales,Low,False,3220.4616666666666,0.36706427535462877
475,20,66,1999,11,Male,135 Spruce Lane,41.02,-84.04,$19827,40426.0,76199.0,727,1,Jesus Houston,Student,Low,False,4306.053333333333,0.27820313659526047
1956,43,71,1976,8,Female,93 11th Avenue,33.81,-117.97,$18330,37371.0,3378.0,739,4,Karen Fisher,Sales,Low,False,4092.035,0.31397126113831575
706,33,68,1986,9,Female,212 Ocean View Avenue,38.02,-122.54,$33148,67589.0,106072.0,602,2,Carol Anderson,Teacher,Low,False,6827.285,0.21214132477178235
474,55,66,1964,4,Male,455 Little Creek Boulevard,40.75,-73.64,$39705,80957.0,161166.0,683,6,Vicki Richard,Nurse,Low,False,8229.645,0.2198542436108058
1259,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,$94302,192269.0,100192.0,700,6,Thomas Webb,Engineer,Low,False,19085.675,0.19118578658025984
320,34,75,1985,8,Male,6444 Madison Drive,32.22,-110.82,$17480,35641.0,64419.0,625,2,Jessica Carr,Teacher,Low,False,3892.816666666666,0.31067590696108405
93,33,69,1986,8,Female,850 Birch Avenue,35.75,-87.79,$14073,28696.0,52910.0,686,4,Lisa Huffman,Teacher,Low,False,3177.01,0.3285517145246725
1182,30,65,1989,4,Male,7350 Fourth Lane,43.21,-75.47,$18712,38153.0,92466.0,658,1,Monica Snow,Nurse,Low,False,4059.816666666667,0.2769061410636124
150,51,73,1968,8,Female,2897 West Street,38.7,-77.24,$35062,71490.0,0.0,782,3,Mr. Stephen Alexander,Engineer,Low,False,7292.650000000001,0.22411246328157788
1327,20,67,1999,12,Female,3183 Burns Boulevard,45.94,-122.67,$21093,43006.0,26144.0,688,2,Matthew Smith,Student,Low,False,4510.433333333333,0.2585499697716597
784,44,67,1975,6,Male,41043 Lincoln Lane,30.19,-90.78,$24289,49523.0,89129.0,688,4,Kelly Manning,Manager,Low,False,5225.608333333333,0.26622579407547986
1471,31,76,1988,11,Male,7948 Martin Luther King Avenue,35.1,-90.0,$10730,21876.0,20169.0,786,2,Courtney Sosa,Manager,Low,False,2450.0666666666666,0.3439751325653684
367,27,67,1992,8,Female,8893 Valley Drive,41.52,-87.42,$21992,44843.0,67179.0,756,2,Kelly Watts,Teacher,Low,False,4656.091666666666,0.24597150056865044
1050,43,65,1976,3,Female,41332 Lincoln Avenue,35.98,-78.91,$17625,35938.0,47204.0,670,3,Jessica Barber,Engineer,Low,False,3928.348333333334,0.31170849796872413
207,73,65,1946,10,Female,518 Main Street,36.58,-79.4,$16745,28553.0,19507.0,745,5,Mr. Martin Hernandez,Retired,Low,False,3219.763333333334,0.35317339684096255
1838,18,68,2001,12,Female,753 East Avenue,35.05,-78.87,$19520,39803.0,53607.0,695,1,Stephanie Salazar,Student,Low,False,4294.461666666667,0.29471497123332435
798,50,68,1969,9,Female,9982 Summit Boulevard,33.57,-117.14,$24069,49076.0,56547.0,715,4,Timothy Wagner,Teacher,Low,False,29598.48833333334,6.237384057380391
1207,41,65,1978,10,Male,8425 East Lane,41.47,-81.67,$27646,56368.0,71544.0,664,3,Jon Martin,Sales,Low,False,5765.268333333333,0.22734920522282148
1012,35,66,1984,6,Female,9006 Ocean Boulevard,39.95,-75.16,$16114,32855.0,94228.0,693,2,Erica Rivera,Teacher,Low,False,3542.8700000000003,0.29400213057373314
844,65,64,1955,2,Male,364 Eighth Drive,32.75,-97.33,$21401,18149.0,26672.0,738,2,Jonathon Pierce,Teacher,Low,False,2082.845,0.37716348008154715
334,44,65,1975,11,Male,8349 Valley Avenue,41.16,-82.22,$19818,40407.0,25986.0,697,3,Robert Miller,Manager,Low,False,4303.3966666666665,0.27801519538693775
815,19,60,2000,6,Male,57285 Jefferson Avenue,33.61,-112.46,$23747,48418.0,73106.0,756,2,Kenneth Miller,Student,Low,False,4994.225,0.2377772729150317
1100,61,73,1958,7,Male,9888 Washington Boulevard,40.72,-73.51,$29337,59815.0,73325.0,573,2,Mr. William Mcgee Jr.,Manager,Low,False,6162.668333333332,0.23634573267575004
407,23,66,1996,8,Female,9392 Fifth Avenue,41.83,-87.68,$20822,42454.0,63754.0,750,4,Andrew Dunn,Student,Low,False,4542.5616666666665,0.2839953832383285
1244,43,69,1976,5,Female,580 Fifth Boulevard,35.28,-81.28,$16073,32775.0,72785.0,637,1,Rebecca Richmond,Manager,Low,False,3492.895,0.27886315789473676
